22-caliber,22calibre-22caliber-22calibre
dumbwaiter,foodelevator
dumdum,dumdumbullet
dummy,silentperson
dummy,dummyup
dump,rubbishdump-wasteyard-dumpsite-garbagedump-wasteyard-trashdump
dump,ditch
dump,underprice
dump-truck,tippertruck-tipperlorry-tiptruck-dumper-tipper
dumpiness,squattiness
dumpling,dumplings
dumps,mopes
dumpy,pudgy-tubby-podgy-rolypoly
duncolored,duncoloured
dun,greyishbrown-fawn-grayishbrown
dunce,lunkhead-fuckhead-shithead-dumbass-blockhead-dunderhead-bonehead-hammerhead-loggerhead-knucklehead-muttonhead-numskull
dunce-cap,duncescap-foolscap
dundathu-pine,smoothbarkkauri-queenslandkauri-agathisrobusta
dune,sanddune
dune-buggy,beachbuggy
dunghill,muckheap-midden-muckhill
dunk,dunkshot-stuffshot
dunk,dip
dunk,souse-douse-dip-plunge
duodecimal-number-system,duodecimalsystem
duplex-apartment,duplex
duplex-house,duplex-semidetachedhouse
duplicable,duplicatable
duplicate,matching-twin-twinned
duplicate,duplication
duplicate,double-repeat-reduplicate-replicate
duplication,gemination
duplicator,copier
duplicity,doubledealing
dura-mater,dura
durable,longlasting-lasting-longlived
durable,undestroyable-perdurable-indestructible
durable,longwearing
durables,durablegoods-consumerdurables
duration,length
duration,continuance
duration,continuance
durative,durativeaspect
durian,durion-duriozibethinus-duriantree
durmast,quercuspetraea-quercussessiliflora
durra,egyptiancorn-indianmillet-dourah-guineacorn-doura
durum,macaroniwheat-triticumdurum-durumwheat-triticumturgidum-hardwheat
duskyfooted-woodrat,neotomafuscipes
dusky,twilit-twilight
dusky-shark,carcharhinusobscurus
dust-bag,vacuumbag
dust-cover,dustsheet
dust-storm,sirocco-duster-sandstorm
dustcloth,dustrag-duster
duster,gabardine-gaberdine-dustcoat-smock
dustmop,dustmop-drymop
dustpan,dustpanful
dusty,dustcovered
dusty-miller,oldwoman-artemisiastelleriana-beachwormwood
dusty-miller,centaureagymnocarpa-centaureacineraria
dusty-miller,cinerariamaritima-seneciocineraria
dusty-miller,tanacetumptarmiciflorum-silverlace-chrysanthemumptarmiciflorum-silverlace
dutiful,duteous
dutyboundp,dutybound-obliged
duty,obligation-responsibility
duty,tariff
dwarfwhite-trillium,snowtrillium-earlywakerobin
dwarf,nanus-midget
dwarf-astilbe,astilbechinensispumila
dwarf-banana,musaacuminata
dwarf-bilberry,vacciniumcaespitosum-dwarfblueberry
dwarf-buckeye,bottlebrushbuckeye
dwarf-chinkapin-oak,dwarfchinquapinoak-quercusprinoides-dwarfoak
dwarf-dandelion,krigiabulbosa-krigiadandelion
dwarf-elder,danewort-sambucusebulus
dwarf-flowering-almond,prunusglandulosa
dwarf-golden-chinkapin,chrysolepissempervirens
dwarf-grey-willow,sagewillow-salixtristis-dwarfgraywillow
dwarf-hulsea,hulseanana
dwarf-iris,iriscristata
dwarf-iris,irisverna-vernaliris
dwarf-juniper,juniperussabina-savin
dwarf-maple,rockymountainmaple-acerglabrum
dwarf-pipefish,syngnathushildebrandi
dwarf-sperm-whale,kogiasimus
dwarf-spurge,euphorbiaexigua
dwarf-sumac,mountainsumac-shiningsumac-blacksumac-rhuscopallina
dwarf-tulip,tulipaarmena-tulipasuaveolens
dwarf-willow,salixherbacea
dwarfism,nanism
dwell,consist-lie-liein
dwell,inhabit
dwell-on,lingerover
dwelling,abode-dwellinghouse-habitation-home-domicile
dwindle,dwindleaway-dwindledown
dwindling,tapering-taperingoff
dwindling,dwindlingaway
dybbuk,dibbuk
dye,dyestuff
dyers-rocket,weld-dyersmignonette-resedaluteola
dyers-weed,solidagorugosa
dyers-woad,isatistinctoria
dyers-woodruff,asperulatinctoria
dynamic,dynamical
dynamic-electricity,currentelectricity
dynamics,kinetics
dynamism,pizzaz-oomph-pizzazz-zing
dynamiter,dynamitist
dynamize,dynamise
dynamize,dynamise
dynamometer,ergometer
dysfunction,disfunction
dysfunctional,nonadaptive
dysgenic,cacogenic
dysgenics,cacogenics
dyslectic,dyslexic
dyslectic,dyslexic
dyslogistic,dislogistic-pejorative
dysosmia,parosamia-olfactoryimpairment
dysphoric,unhappy-distressed
dyspnea,dyspnoea
dysprosium,atomicnumber66-dy
dysthymia,dysthymicdepression
email,netmail-email
eacha,each
each,apiece-toeachone-fromeachone-foreachone
eager-beaver,sharpie-livewire-busybee-sharpy
eagerly,thirstily
eagerness,keenness-avidness-avidity
eagleeyed,keensighted-farseeing-longsighted
eagle,birdofjove
eagle,doublebirdie
ear,spike-capitulum
ear-doctor,earspecialist-otologist
earache,otalgia
eardrum,myringa-tympanum-tympanicmembrane
earflap,earlap
earleaved-umbrella-tree,magnoliafraseri
earless-seal,trueseal-hairseal
earlier,before
earlier,earliest
earlya,early-former-other
early,toosoon-aheadoftime
early,betimes
early-coral-root,palecoralroot-corallorhizatrifida
early-on,early
early-spider-orchid,ophryssphegodes
earn,garner-win
earned-run-average,era
earner,wageearner
earnest,sincere-solemn
earnest-money,arles
earnestness,sincerity-seriousness
earphone,earpiece-headphone-phone
earshot,earreach-hearing
earth,ground
earthball,puffball-falsetruffle-hardskinnedpuffball
earthnut,conopodiumdenudatum
earthquake,seism-temblor-quake
earthshaking,worldshaking-worldshattering
earthworm,dewworm-nightcrawler-nightwalker-redworm-crawler-angleworm-fishingworm-wiggler-fishworm
ease,easiness-simplicity-simpleness
ease,informality
ease,comfort
ease-up,easeoff-letup
ease-up,easeoff-slackenoff-flag
easily,easy
easiness,relaxation
easing,relief-easement-alleviation
easing,relief-moderation
east,e-dueeast-eastward
east-african-cedar,juniperusprocera-eastafricancedar
east-by-north,ebn
east-by-south,ebs
east-northeast,ene
east-southeast,ese
east-wind,easterly-easter
eastbound,eastward
easterly,eastern
easterly,eastern
eastern-chimpanzee,pantroglodytesschweinfurthii
eastern-chipmunk,stripedsquirrel-tamiasstriatus-groundsquirrel-hackee
eastern-coral-snake,micrurusfulvius
eastern-cottontail,sylvilagusfloridanus
eastern-cricket-frog,acrisgryllus
eastern-dasyure,dasyurusquoll
eastern-fence-lizard,pinelizard-sceloporusundulatus
eastern-grey-squirrel,easterngraysquirrel-catsquirrel-sciuruscarolinensis
eastern-ground-snake,haldeastriatula-potamophisstriatula
eastern-hemisphere,orient
eastern-hemlock,tsugacanadensis-canadianhemlock-sprucepine
eastern-indigo-snake,drymarchoncoraiscouperi
eastern-lowland-gorilla,gorillagorillagrauri
eastern-meadowlark,sturnellamagna
eastern-narrowmouthed-toad,gastrophrynecarolinensis
eastern-pipistrel,pipistrellussubflavus
eastern-poison-oak,rhustoxicodenedron-rhusquercifolia-toxicodendronquercifolium
eastern-redbacked-salamander,plethodoncinereus
eastern-red-cedar,redjuniper-redcedar-juniperusvirginiana
eastern-woodrat,neotomafloridana
easternmost,eastmost
eastward,eastwards
easy,soft
easy,leisurely-easygoing
easy,promiscuous-wanton-light-sluttish-loose
easy,gentle
easy,gentle-soft
easy-chair,loungechair-overstuffedchair
easy-money,gravytrain
eat,eaton
eat-in,dinein
eat-into,grate-fret-rankle
eat-out,dineout
eat-up,polishoff-finish
eatage,pasture-forage-pasturage-grass
eater,feeder
eating,feeding
eating-apple,dessertapple
ebb,reflux
ebb,wane-ebbing
ebb,ebbdown-ebboff-ebbout-ebbaway
ebon,ebony
ebonize,ebonise
ebony,diospyrosebenum-ebonytree
ebony-spleenwort,aspleniumplatyneuron-scottsspleenwort
ebullient,highspirited-exuberant
ebulliently,expansively-exuberantly
eccentric,nonconcentric
eccentric,eccentricperson-flake-geek-oddball
ecclesiastical,ecclesiastic
ecclesiastical-attire,ecclesiasticalrobe
ecclesiastical-mode,gregorianmode-churchmode-medievalmode
echidna,anteater-spinyanteater
echidna,anteater-spinyanteater
echinocactus,barrelcactus
echinococcosis,hydatiddisease-hydatidosis
echo,reverberation-replication-soundreflection
echo,recall
echoic,onomatopoeical-onomatopoetic-onomatopoeic-imitative
echoic,echolike
echoinga,echoing-reechoing
echolocation,echosounding
eclectic,eclecticist
eclecticism,eclecticmethod
eclipse,occultation
eclipse,occult
eclogue,bucolic-idyl-idyll
ecological,bionomical-bionomic-ecologic
ecological,ecologic
ecology,bionomics-environmentalscience
econometrician,econometrist
economic,economical
economic,economical
economic-mobilization,economicmobilisation
economic-rent,rent
economical,stinting-scotch-frugal-sparing
economics,politicaleconomy-economicscience
economics-department,departmentofeconomics
economist,economicexpert
economizer,economiser
economy,saving
economy,thriftiness
economy,economicsystem
ecoterrorism,ecologicalwarfare-ecologicalterrorism-ecowarfare
ecphonesis,exclamation
ecstasy,raptus-exaltation-rapture-transport
ecstasy,rapture
ecstatic,enraptured-rhapsodic-rapturous-rapt
ecstatically,rapturously-rhapsodically
ectasia,ectasis
ectoderm,ectoblast-exoderm
ectodermal,ectodermic
ectoparasite,ectozoan-epizoon-ectozoon-epizoan
ectopic-pregnancy,extrauterinegestation-ectopicgestation-metacyesis-extrauterinepregnancy-eccyesis
ecumenic,oecumenic-oecumenical-ecumenical
ecumenism,ecumenicism-ecumenicalism
ecumenism,oecumenism
eczema-vaccinatum,kaposisvaricelliformeruption
edacious,wolfish-rapacious-voracious-esurient-ravenous-ravening
edacity,voraciousness-voracity-rapaciousness-esurience-rapacity
edacity,voraciousness-voracity-esurience-ravenousness
eddy,twist
eddy,whirl-whirlpool-purl-swirl
edelweiss,leontopodiumalpinum
edema,hydrops-dropsy-oedema
edematous,dropsical
edental,edentulate-edentate
edge,sharpness
edge,border
edge,inch
edge-in,edgeup
edgeways,edgewise
edgewise,edgeways
edginess,disquietude-inquietude-uneasiness
edgy,jumpy-overstrung-restive-highlystrung-uptight-highstrung-nervy-jittery
edibility,edibleness
ediblepod-pea,pisumsativummacrocarpon-ediblepoddedpea
edible,comestible-eatable
edible-banana,musaparadisiacasapientum
edible-cockle,cardiumedule
edible-mussel,mytilusedulis
edible-sea-urchin,echinusesculentus
edible-snail,helixpomatia
edification,sophistication
edifying,enlightening
edit,redact
edit,bluepencil-delete
edit,cut-editout
editing,redaction
editor,editorinchief
editor-program,editor
editorialize,editorialise
educate,train-civilize-civilise-school-cultivate
educated,enlightened
education,instruction-pedagogy-didactics-teaching-educationalactivity
education,training-breeding
educationist,educationalist
educator,pedagog-pedagogue
educe,elicit-evoke-extract-drawout
eelgrass,seawrack-zosteramarina-grasswrack
eelpout,pout
eerie,eery
eerily,spookily
eeriness,ghostliness
effaceable,erasable
effacement,selfeffacement
effect,force
effect,gist-core-burden-essence
effect,effectuate-setup
effecter,effector
effective,efficient
effective,ineffect-inforce-good
effective,effectual-efficacious
effectively,ineffect
effectiveness,effectualness-effectuality-effectivity
effects,personaleffects
effeminacy,effeminateness-sissiness-softness-unmanliness-womanishness
effeminate,sissyish-epicene-emasculate-sissified-sissy-cissy
efferent,motorial
efficaciously,effectively
efficacy,efficaciousness
efficiency-expert,efficiencyengineer
efficiently,expeditiously
effigy,simulacrum-image
effloresce,burstforth
efflorescence,bloom
effluent,outflowing
effluent,wastewater-sewerwater
effort,elbowgrease-travail-sweat-exertion
effuse,pourout
effusion,gush-outburst-blowup-ebullition
effusive,gushy-gushing
effusiveness,expansivity-expansiveness
egalitarian,equalitarian
egalitarianism,equalitarianism
egality,egalite
egganddart,eggandtongue-eggandanchor
eggproducinga,eggproducing-youngbearing
eggshaped,ovalshaped-ovate-oviform-oval-prolate-ovoid-elliptical-elliptic
egg,eggs
egg-foo-yong,eggfuyung
egg-roll,springroll
egg-white,albumen-ovalbumin-white
egg-yolk,yolk
eggar,egger
eggbeater,eggwhisk
eggplant,aubergine-madapple
eggplant,aubergine-gardenegg-madapple-solanummelongena-brinjal-eggplantbush
eggs-benedict,eggsbenedict
ego,selfimportance-egotism
egocentric,egoist
egoism,selfinterest-selfconcern-selfcenteredness-egocentrism
egoistic,selfcentered-selfcentred-egoistical-egocentric
egotism,swelledhead-selfimportance
egotist,swellhead-egoist
egotistic,narcissistic-selfloving-egotistical
egotistically,selfishly
egress,egression-emergence
egress,emersion
eider,eiderduck
eiderdown,duvet-continentalquilt
eigenvalue,eigenvalueofamatrix-eigenvalueofasquarematrix-characteristicrootofasquarematrix
eightmembered,8membered
eightspot,eight
eight,8-viii
eight,octonary-octet-ogdoad-eighter-8-viii-eighterfromdecatur-octad
eighteen,18-xviii
eighteen,18-xviii
eighteenth,18th
eighth,8th
eighth-note,quaver
eighties,mideighties
eighties,1980s
eighties,1880s
eightieth,80th
eightyeight,lxxxviii-88
eightyfifth,85th
eightyfive,85-lxxxv
eightyfour,lxxxiv-84
eightynine,89-ixc
eightyone,81-lxxxi
eightyseven,lxxxvii-87
eightysix,86-lxxxvi
eightythree,83-lxxxiii
eightytwo,82-lxxxii
eighty,fourscore-80-lxxx
eighty,fourscore-80-lxxx
einsteinium,e-atomicnumber99-es
eitchen-midden,midden-kitchenmidden
ejaculation,interjection
eject,turfout-turnout-exclude-chuckout-bootout
ejection,riddance-expulsion-exclusion
ejection-seat,capsule-ejectorseat
eke-out,squeezeout
eke-out,squeezeout
eke-out,fillout
elaborate,luxuriant
elaborate,workout
elaborate,expatiate-enlarge-dilate-expound-expand-fleshout-exposit-lucubrate
elaborately,inanelaborateway-intricately
elaborateness,elaboration-intricacy-involution
elaboration,workingout
elapid,elapidsnake
elapse,pass-slipaway-slipby-glideby-goalong-slideby-goby-lapse
elasmobranch,selachian
elastance,electricalelastance
elastic,pliant-pliable-flexible
elastic-energy,elasticpotentialenergy
elasticity,snap
elasticized,elasticised
elate,intoxicate-liftup-uplift-pickup
elated,jubilant-gleeful-joyful
elaterid-beetle,elater-elaterid
elating,exhilarating
elation,lightness-highspirits
elbow,humanelbow-articulatiocubiti-cubitaljoint-cubitus-elbowjoint
elder,sr-older
elder,senior
elder,elderberrybush
eldest-hand,elderhand
eldritch,weird-unearthly-uncanny
elecampane,inulahelenium
electip,elect
elect,elite
electioneering,bellringing-canvassing
elective,elected
elective,facultative
elective-course,elective
electricdischarge-lamp,gasdischargelamp
electric,galvanic-galvanising-galvanizing
electric,electrical
electric,electricautomobile-electriccar
electric-catfish,malopteruruselectricus
electric-chair,deathchair-chair-hotseat
electric-dipole,electricdoublet
electric-eel,electrophoruselectric
electric-fan,blower
electric-heater,electricfire
electric-meter,powermeter
electric-organ,hammondorgan-electronicorgan-organ
electric-potential,potentialdrop-potentialdifference-voltage-potential
electric-ray,numbfish-crampfish-torpedo
electric-refrigerator,fridge
electric-resistance,impedance-ohmicresistance-electricalresistance-resistivity-resistance
electric-shock,electricalshock-shock
electrical-engineering,ee
electrical-power,wattage-electricpower
electrical-system,electricalplant
electrician,linesman-lineman
electricity,power-electricalenergy
electrify,wire
electrifying,thrilling
electrocardiogram,cardiogram-ekg-ecg
